epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,763.931,1.75966,1.32231,1.06737,0.72188,0.68299,0.73718,0.40193,1.6132,1.31536,1.037,0.008416,0.008416,0.008416
18,808.185,1.75563,1.31579,1.06204,0.81996,0.85107,0.91283,0.49984,1.57772,1.0043,1.02034,0.008317,0.008317,0.008317
19,852.007,1.69465,1.27325,1.05826,0.75212,0.83587,0.89376,0.48971,1.55664,1.06711,1.01305,0.008218,0.008218,0.008218
20,895.637,1.71687,1.22035,1.05899,0.82858,0.86589,0.91816,0.51043,1.55984,0.97463,1.00941,0.008119,0.008119,0.008119
21,940.042,1.6994,1.18961,1.04333,0.87238,0.86124,0.93031,0.51996,1.50448,0.94049,0.996,0.00802,0.00802,0.00802
22,984.867,1.64575,1.15386,1.03347,0.74843,0.7645,0.86713,0.45182,1.62526,1.35577,1.02912,0.007921,0.007921,0.007921
23,1031.22,1.68725,1.19893,1.04897,0.86049,0.84069,0.92693,0.5228,1.53522,0.93062,1.00579,0.007822,0.007822,0.007822
24,1075.41,1.63689,1.12068,1.02591,0.76732,0.81326,0.87412,0.47698,1.58339,1.07396,1.02384,0.007723,0.007723,0.007723
25,1120.37,1.61606,1.09104,1.02224,0.92143,0.92516,0.96927,0.55879,1.52634,0.81895,0.99923,0.007624,0.007624,0.007624
26,1165.8,1.6003,1.09628,1.02391,0.90844,0.92025,0.95772,0.56244,1.48715,0.83064,0.98324,0.007525,0.007525,0.007525
27,1210.28,1.60749,1.07384,1.0237,0.88533,0.86421,0.95106,0.54452,1.46552,0.86599,0.98652,0.007426,0.007426,0.007426
28,1254.94,1.57916,1.03482,1.01691,0.93266,0.92285,0.97412,0.56519,1.44748,0.79902,0.98819,0.007327,0.007327,0.007327
29,1299.71,1.58937,1.06477,1.01563,0.83314,0.8209,0.89919,0.51802,1.54596,1.00703,1.01018,0.007228,0.007228,0.007228
30,1344.7,1.57163,1.01669,1.00066,0.94098,0.93204,0.97735,0.57559,1.47609,0.75445,0.98475,0.007129,0.007129,0.007129
31,1389.49,1.5844,1.02988,1.02231,0.91286,0.94837,0.98089,0.5576,1.4956,0.78845,0.98641,0.00703,0.00703,0.00703
32,1434.72,1.58015,1.03078,1.01095,0.91762,0.95728,0.97719,0.57286,1.47466,0.7662,0.98408,0.006931,0.006931,0.006931
33,1479.08,1.53765,0.99383,1.00271,0.92694,0.93907,0.97382,0.58992,1.44193,0.78168,0.97634,0.006832,0.006832,0.006832
34,1522.67,1.52879,0.96658,1.00002,0.94313,0.94544,0.98545,0.58044,1.45267,0.73004,0.98002,0.006733,0.006733,0.006733
35,1565.87,1.54423,0.98058,1.00725,0.95146,0.95122,0.97826,0.58365,1.45677,0.73768,0.97565,0.006634,0.006634,0.006634
36,1609.42,1.52742,0.95917,1.00786,0.96153,0.96499,0.98555,0.58834,1.43327,0.70899,0.96627,0.006535,0.006535,0.006535
37,1652.84,1.52815,0.95744,0.9888,0.93817,0.94684,0.97289,0.57767,1.43672,0.76121,0.97419,0.006436,0.006436,0.006436
38,1696,1.52226,0.95091,1.00705,0.91612,0.92838,0.97478,0.59544,1.39071,0.76151,0.96095,0.006337,0.006337,0.006337
39,1741.16,1.51116,0.92923,0.99962,0.92589,0.9556,0.97494,0.58423,1.43507,0.75369,0.96418,0.006238,0.006238,0.006238
40,1784.9,1.52827,0.93279,0.9924,0.94608,0.94148,0.98279,0.58046,1.47522,0.72654,0.97649,0.006139,0.006139,0.006139
41,1829.83,1.48369,0.92239,0.99242,0.93874,0.97286,0.98473,0.59147,1.41169,0.71124,0.96215,0.00604,0.00604,0.00604
42,1874.19,1.47992,0.90963,0.99018,0.92568,0.96517,0.98454,0.59684,1.40128,0.70726,0.95899,0.005941,0.005941,0.005941
43,1918.36,1.48866,0.90316,0.9867,0.94789,0.95341,0.98469,0.60091,1.44491,0.6994,0.96491,0.005842,0.005842,0.005842
44,1964.35,1.52117,0.92349,0.98601,0.96149,0.93591,0.9847,0.60798,1.38965,0.69175,0.95099,0.005743,0.005743,0.005743
45,2009.97,1.48873,0.88593,0.99188,0.97965,0.98112,0.9901,0.61263,1.38573,0.65846,0.94566,0.005644,0.005644,0.005644
46,2055.18,1.46893,0.87639,0.98347,0.94644,0.95292,0.98259,0.61066,1.3758,0.67575,0.94617,0.005545,0.005545,0.005545
47,2100.49,1.48135,0.89381,0.98732,0.96277,0.96934,0.98462,0.60996,1.41022,0.69255,0.95825,0.005446,0.005446,0.005446
48,2144.62,1.48636,0.88169,0.98113,0.94142,0.96943,0.98604,0.60771,1.36652,0.69569,0.94042,0.005347,0.005347,0.005347
49,2187.93,1.48591,0.87712,0.98735,0.95924,0.9604,0.98625,0.61919,1.35637,0.68551,0.94423,0.005248,0.005248,0.005248
50,2231.25,1.46729,0.87853,0.97186,0.96211,0.96116,0.98437,0.61768,1.34177,0.66779,0.94186,0.005149,0.005149,0.005149
51,2274.05,1.44473,0.83811,0.98053,0.96142,0.94713,0.98371,0.61412,1.35991,0.66946,0.94205,0.00505,0.00505,0.00505
52,2318.37,1.48593,0.87573,0.99654,0.95647,0.954,0.98529,0.61289,1.3648,0.6707,0.94362,0.004951,0.004951,0.004951
53,2363.48,1.45557,0.85986,0.982,0.94574,0.93647,0.97686,0.60107,1.41436,0.70741,0.95616,0.004852,0.004852,0.004852
54,2408.51,1.43302,0.8092,0.96438,0.97667,0.97501,0.99172,0.61215,1.37633,0.66696,0.94425,0.004753,0.004753,0.004753
55,2453.66,1.44001,0.8386,0.96918,0.966,0.97782,0.99181,0.63502,1.3454,0.6533,0.94279,0.004654,0.004654,0.004654
56,2498.36,1.43275,0.81166,0.96917,0.98413,0.97997,0.99202,0.62007,1.32093,0.63592,0.9383,0.004555,0.004555,0.004555
57,2542.9,1.43444,0.82954,0.9697,0.95963,0.94204,0.98121,0.60715,1.38469,0.71056,0.95124,0.004456,0.004456,0.004456
58,2587.91,1.42545,0.83764,0.97178,0.96115,0.97206,0.98903,0.61855,1.34202,0.6455,0.93649,0.004357,0.004357,0.004357
59,2631.12,1.42865,0.81731,0.96605,0.97016,0.97401,0.98813,0.62829,1.337,0.64911,0.93643,0.004258,0.004258,0.004258
60,2674.88,1.41778,0.80781,0.96394,0.97414,0.97614,0.98941,0.63369,1.3283,0.62376,0.93765,0.004159,0.004159,0.004159
61,2719.78,1.40629,0.80321,0.96731,0.97818,0.97046,0.99288,0.65289,1.28486,0.60102,0.92776,0.00406,0.00406,0.00406
62,2766.56,1.40471,0.82496,0.96804,0.96842,0.98738,0.99142,0.63317,1.32614,0.62493,0.93362,0.003961,0.003961,0.003961
63,2811.22,1.39748,0.79494,0.97019,0.97775,0.98257,0.99257,0.61484,1.35139,0.62626,0.93985,0.003862,0.003862,0.003862
64,2856.62,1.41126,0.7801,0.96286,0.93657,0.98212,0.98704,0.63362,1.32426,0.62042,0.93065,0.003763,0.003763,0.003763
65,2899.48,1.37282,0.76749,0.96173,0.95712,0.97443,0.98803,0.64944,1.2978,0.61054,0.92775,0.003664,0.003664,0.003664
66,2943.02,1.40291,0.77609,0.96506,0.97957,0.98045,0.99261,0.64282,1.27871,0.60486,0.92447,0.003565,0.003565,0.003565
67,2987.58,1.3917,0.76624,0.96357,0.96312,0.97238,0.98955,0.64141,1.30037,0.59869,0.92575,0.003466,0.003466,0.003466
68,3030.85,1.38451,0.76959,0.96105,0.96088,0.98883,0.99288,0.645,1.29981,0.6067,0.92936,0.003367,0.003367,0.003367
69,3074.94,1.36015,0.75867,0.95323,0.96275,0.99435,0.99229,0.63984,1.30829,0.58716,0.92432,0.003268,0.003268,0.003268
70,3112.67,1.37343,0.75871,0.95267,0.98185,0.97277,0.99437,0.6419,1.30668,0.59984,0.92584,0.003169,0.003169,0.003169
71,3150.72,1.37897,0.74783,0.95414,0.95827,0.97965,0.99229,0.63386,1.35536,0.62142,0.93408,0.00307,0.00307,0.00307
72,3188.91,1.39513,0.74934,0.96261,0.99022,0.98247,0.99415,0.63918,1.32237,0.58881,0.92922,0.002971,0.002971,0.002971
73,3227.82,1.337,0.72381,0.94258,0.96913,0.98366,0.9916,0.63218,1.3265,0.60606,0.92745,0.002872,0.002872,0.002872
74,3265.92,1.36467,0.7415,0.95256,0.98837,0.98724,0.99486,0.65147,1.2861,0.58514,0.92067,0.002773,0.002773,0.002773
75,3303.17,1.36514,0.74589,0.95287,0.9785,0.98275,0.99436,0.64637,1.29797,0.59934,0.92353,0.002674,0.002674,0.002674
76,3342.47,1.3297,0.72508,0.94893,0.9687,0.97989,0.99312,0.63778,1.33669,0.59542,0.92964,0.002575,0.002575,0.002575
77,3381.9,1.33551,0.71608,0.94005,0.97638,0.97035,0.99229,0.6405,1.29796,0.59725,0.92389,0.002476,0.002476,0.002476
78,3420.51,1.34107,0.71142,0.94846,0.96286,0.99437,0.99457,0.64853,1.28214,0.58918,0.9203,0.002377,0.002377,0.002377
79,3458.15,1.35502,0.71238,0.94098,0.98204,0.98156,0.99437,0.65042,1.28489,0.56764,0.91898,0.002278,0.002278,0.002278
80,3495.83,1.32364,0.71083,0.94832,0.98612,0.98134,0.99449,0.65281,1.27563,0.56311,0.91814,0.002179,0.002179,0.002179
81,3533.77,1.34,0.71727,0.95726,0.98903,0.97811,0.99436,0.65847,1.2742,0.56799,0.92027,0.00208,0.00208,0.00208
82,3571.05,1.33307,0.70767,0.94662,0.98116,0.99612,0.99463,0.6591,1.28965,0.56622,0.92062,0.001981,0.001981,0.001981
83,3609.74,1.30713,0.68931,0.93785,0.97909,0.98843,0.99444,0.65772,1.27397,0.57642,0.91454,0.001882,0.001882,0.001882
84,3645.65,1.33208,0.70751,0.94052,0.98304,0.98386,0.99446,0.65899,1.26558,0.56203,0.91538,0.001783,0.001783,0.001783
85,3682.44,1.33065,0.68497,0.94802,0.98281,0.98322,0.994,0.66226,1.28146,0.5576,0.91587,0.001684,0.001684,0.001684
86,3720.6,1.29886,0.68598,0.93758,0.97643,0.99219,0.99313,0.65739,1.26971,0.55697,0.91385,0.001585,0.001585,0.001585
87,3757.73,1.29489,0.67338,0.93511,0.98731,0.98223,0.99378,0.65353,1.296,0.56381,0.91673,0.001486,0.001486,0.001486
88,3796.21,1.28863,0.67275,0.93226,0.97876,0.97981,0.99318,0.66049,1.29069,0.56522,0.9184,0.001387,0.001387,0.001387
89,3834.6,1.29849,0.6714,0.93845,0.97932,0.97627,0.99183,0.65828,1.28572,0.56126,0.91899,0.001288,0.001288,0.001288
90,3872.92,1.2998,0.65987,0.92848,0.98312,0.98386,0.99425,0.65631,1.29749,0.55644,0.91932,0.001189,0.001189,0.001189
91,3910.52,1.26996,0.63946,0.9534,0.97508,0.99019,0.99408,0.65186,1.28938,0.5547,0.91728,0.00109,0.00109,0.00109
92,3948.76,1.2407,0.60654,0.9446,0.96922,0.99884,0.99464,0.65712,1.27498,0.55648,0.91389,0.000991,0.000991,0.000991
93,3986.79,1.23926,0.61207,0.94862,0.99317,0.97925,0.99486,0.65615,1.25508,0.55393,0.91077,0.000892,0.000892,0.000892
94,4023.47,1.22654,0.5969,0.94506,0.98943,0.99074,0.995,0.6593,1.2631,0.53754,0.9119,0.000793,0.000793,0.000793
95,4059.13,1.23414,0.6134,0.94024,0.98844,0.98718,0.99493,0.66201,1.25984,0.55726,0.90932,0.000694,0.000694,0.000694
96,4094.58,1.20732,0.58721,0.93669,0.98472,0.98959,0.99485,0.66208,1.26104,0.53706,0.91057,0.000595,0.000595,0.000595
97,4130.26,1.2178,0.58435,0.94403,0.9779,0.99347,0.99449,0.66556,1.25362,0.53649,0.91144,0.000496,0.000496,0.000496
98,4165.78,1.2298,0.58466,0.94123,0.98931,0.99334,0.995,0.66673,1.24862,0.52793,0.90779,0.000397,0.000397,0.000397
99,4201.51,1.20178,0.58347,0.93223,0.98306,0.99387,0.995,0.66401,1.24744,0.52494,0.9093,0.000298,0.000298,0.000298
100,4239.48,1.21678,0.58049,0.93537,0.98011,0.99725,0.995,0.66821,1.24068,0.52293,0.90738,0.000199,0.000199,0.000199
